I_min,R_min,A_min,I_max,R_max,A_max,class,exp
2.0,196.0,25.0,2.0,199.0,43.0,dirt_15,1
1.0,137.0,17.0,5.0,423.0,31.0,dirt_15,1
1.0,134.0,19.0,4.0,340.0,35.0,dirt_15,1
3.0,273.0,24.0,3.0,277.0,30.0,dirt_15,1
3.0,273.0,26.0,4.0,344.0,39.0,dirt_15,1
2.0,199.0,27.0,5.0,421.0,38.0,dirt_15,1
2.0,202.0,35.0,2.0,202.0,35.0,dirt_15,1
2.0,197.0,37.0,2.0,197.0,37.0,dirt_15,1
1.0,131.0,23.0,4.0,358.0,47.0,dirt_15,1
,,,,,,dirt_15,1
2.0,201.0,17.0,4.0,348.0,25.0,dirt_15,1
4.0,349.0,27.0,4.0,349.0,27.0,dirt_15,1
1.0,129.0,25.0,1.0,129.0,25.0,dirt_15,1
1.0,124.0,31.0,6.0,496.0,32.0,dirt_15,1
5.0,417.0,24.0,6.0,509.0,28.0,dirt_15,1
2.0,188.0,15.0,4.0,352.0,52.0,dirt_15,1
2.0,207.0,18.0,6.0,484.0,40.0,dirt_15,1
1.0,132.0,23.0,1.0,132.0,23.0,dirt_15,1
2.0,198.0,35.0,6.0,479.0,51.0,dirt_15,1
2.0,178.0,28.0,3.0,269.0,53.0,dirt_15,1
3.0,267.0,25.0,5.0,419.0,47.0,dirt_15,1
1.0,124.0,23.0,7.0,553.0,43.0,dirt_15,1
2.0,203.0,19.0,4.0,338.0,31.0,dirt_15,1
4.0,335.0,26.0,4.0,338.0,33.0,dirt_15,1
,,,,,,dirt_15,1
1.0,125.0,20.0,4.0,340.0,44.0,dirt_15,1
,,,,,,dirt_15,1
2.0,193.0,23.0,2.0,207.0,27.0,dirt_15,1
3.0,276.0,30.0,5.0,428.0,32.0,dirt_15,1
,,,,,,dirt_15,1
,,,,,,dirt_15,1
4.0,349.0,33.0,4.0,349.0,33.0,dirt_15,1
1.0,130.0,22.0,7.0,559.0,45.0,dirt_15,1
2.0,200.0,32.0,3.0,274.0,33.0,dirt_15,1
10.0,820.0,4.0,225.0,16612.0,144.0,cover,1
1.0,129.0,2.0,225.0,16651.0,123.0,cover,1
7.0,610.0,1.0,231.0,17085.0,131.0,cover,1
5.0,415.0,6.0,233.0,17174.0,108.0,cover,1
3.0,292.0,0.0,223.0,16569.0,135.0,cover,1
2.0,207.0,5.0,219.0,16306.0,125.0,cover,1
4.0,347.0,3.0,241.0,17800.0,120.0,cover,1
3.0,289.0,0.0,224.0,16539.0,119.0,cover,1
3.0,274.0,0.0,235.0,17390.0,117.0,cover,1
11.0,878.0,6.0,226.0,16683.0,125.0,cover,1
4.0,355.0,0.0,219.0,16226.0,114.0,cover,1
3.0,275.0,4.0,221.0,16338.0,131.0,cover,1
5.0,427.0,1.0,225.0,16610.0,130.0,cover,1
7.0,602.0,3.0,219.0,16210.0,132.0,cover,1
3.0,270.0,4.0,238.0,17597.0,141.0,cover,1
5.0,437.0,5.0,219.0,16272.0,118.0,cover,1
1.0,135.0,0.0,226.0,16735.0,130.0,cover,1
4.0,359.0,4.0,226.0,16646.0,139.0,cover,1
1.0,135.0,4.0,242.0,17904.0,125.0,cover,1
4.0,359.0,1.0,230.0,17063.0,142.0,cover,1
4.0,345.0,4.0,228.0,16879.0,121.0,cover,1
4.0,374.0,0.0,226.0,16676.0,104.0,cover,1
3.0,287.0,3.0,227.0,16786.0,135.0,cover,1
11.0,872.0,8.0,245.0,18152.0,109.0,cover,1
4.0,370.0,1.0,230.0,17062.0,126.0,cover,1
3.0,274.0,0.0,262.0,19468.0,137.0,cover,1
3.0,263.0,3.0,217.0,16015.0,107.0,cover,1
12.0,927.0,2.0,224.0,16561.0,132.0,cover,1
6.0,518.0,3.0,234.0,17310.0,110.0,cover,1
2.0,200.0,6.0,246.0,18231.0,121.0,cover,1
4.0,380.0,0.0,237.0,17472.0,126.0,cover,1
1.0,130.0,1.0,226.0,16861.0,119.0,cover,1
3.0,293.0,1.0,225.0,16611.0,124.0,cover,1
4.0,350.0,0.0,232.0,17154.0,114.0,cover,1
6.0,497.0,3.0,228.0,16967.0,133.0,cover,1
7.0,587.0,0.0,240.0,17741.0,120.0,cover,1
6.0,508.0,4.0,229.0,16964.0,115.0,cover,1
1.0,140.0,5.0,221.0,16392.0,136.0,cover,1
0.0,67.0,6.0,222.0,16447.0,103.0,cover,1
8.0,665.0,2.0,230.0,17060.0,117.0,cover,1
0.0,60.0,0.0,238.0,17592.0,101.0,cover,1
3.0,280.0,2.0,229.0,17017.0,125.0,cover,1
4.0,353.0,3.0,224.0,16623.0,124.0,cover,1
1.0,133.0,0.0,221.0,16320.0,117.0,cover,1
1.0,133.0,4.0,231.0,17103.0,125.0,cover,1
5.0,422.0,4.0,226.0,16698.0,119.0,cover,1
4.0,362.0,4.0,228.0,16922.0,121.0,cover,1
4.0,361.0,2.0,234.0,17310.0,118.0,cover,1
5.0,439.0,0.0,231.0,17132.0,134.0,cover,1
6.0,480.0,7.0,220.0,16270.0,116.0,cover,1
6.0,457.0,2.0,219.0,16169.0,110.0,cover,1
4.0,382.0,2.0,226.0,16621.0,126.0,cover,1
23.0,1744.0,6.0,234.0,17316.0,110.0,cover,1
1.0,132.0,0.0,227.0,16838.0,104.0,cover,1
0.0,67.0,0.0,226.0,16670.0,140.0,cover,1
5.0,421.0,3.0,231.0,17099.0,121.0,cover,1
7.0,568.0,2.0,237.0,17496.0,115.0,cover,1
5.0,408.0,4.0,228.0,16924.0,130.0,cover,1
1.0,129.0,5.0,220.0,16281.0,103.0,cover,1
1.0,143.0,7.0,236.0,17492.0,119.0,cover,1
4.0,365.0,3.0,234.0,17328.0,122.0,cover,1
2.0,207.0,0.0,237.0,17591.0,111.0,cover,1
4.0,349.0,7.0,229.0,16891.0,120.0,cover,1
10.0,773.0,8.0,223.0,16544.0,134.0,cover,1
2.0,211.0,3.0,225.0,16698.0,118.0,cover,1
5.0,455.0,3.0,226.0,16739.0,129.0,cover,1
4.0,345.0,6.0,233.0,17296.0,130.0,cover,1
7.0,597.0,4.0,232.0,17175.0,147.0,cover,1
3.0,281.0,5.0,225.0,16669.0,127.0,cover,1
10.0,808.0,2.0,235.0,17412.0,115.0,cover,1
1.0,142.0,0.0,233.0,17186.0,128.0,cover,1
3.0,281.0,0.0,224.0,16638.0,140.0,cover,1
2.0,210.0,2.0,233.0,17284.0,108.0,cover,1
8.0,636.0,4.0,227.0,16728.0,135.0,cover,1
2.0,217.0,0.0,233.0,17303.0,99.0,cover,1
2.0,199.0,2.0,239.0,17713.0,131.0,cover,1
3.0,270.0,4.0,222.0,16403.0,116.0,cover,1
7.0,553.0,0.0,233.0,17271.0,107.0,cover,1
5.0,421.0,3.0,234.0,17340.0,113.0,cover,1
2.0,199.0,3.0,233.0,17291.0,95.0,cover,1
9.0,736.0,5.0,226.0,16732.0,126.0,cover,1
6.0,496.0,2.0,220.0,16311.0,112.0,cover,1
3.0,305.0,4.0,233.0,17219.0,119.0,cover,1
7.0,593.0,4.0,216.0,15970.0,111.0,cover,1
6.0,483.0,4.0,215.0,15895.0,110.0,cover,1
6.0,517.0,4.0,234.0,17328.0,116.0,cover,1
6.0,516.0,1.0,233.0,17306.0,129.0,cover,1
3.0,280.0,0.0,239.0,17720.0,109.0,cover,1
6.0,504.0,0.0,224.0,16523.0,116.0,cover,1
1.0,134.0,4.0,237.0,17484.0,127.0,cover,1
3.0,275.0,3.0,220.0,16278.0,121.0,cover,1
8.0,647.0,0.0,234.0,17281.0,112.0,cover,1
2.0,194.0,2.0,228.0,16892.0,115.0,cover,1
4.0,373.0,5.0,228.0,16880.0,116.0,cover,1
3.0,279.0,4.0,223.0,16517.0,123.0,cover,1
10.0,793.0,2.0,223.0,16555.0,134.0,cover,1
1.0,132.0,3.0,239.0,17720.0,121.0,cover,1
5.0,417.0,0.0,224.0,16582.0,108.0,cover,1
5.0,409.0,4.0,224.0,16571.0,129.0,cover,1
8.0,594.0,6.0,223.0,16559.0,119.0,cover,1
5.0,425.0,3.0,231.0,17052.0,111.0,cover,1
6.0,503.0,5.0,221.0,16345.0,121.0,cover,1
6.0,502.0,0.0,234.0,17328.0,96.0,cover,1
5.0,451.0,1.0,227.0,16718.0,103.0,cover,1
2.0,199.0,3.0,238.0,17631.0,119.0,cover,1
3.0,270.0,3.0,234.0,17251.0,110.0,cover,1
4.0,382.0,0.0,253.0,18712.0,96.0,cover,1
2.0,203.0,2.0,230.0,17072.0,107.0,cover,1
4.0,369.0,1.0,218.0,16165.0,108.0,cover,1
2.0,214.0,0.0,229.0,16959.0,113.0,cover,1
6.0,513.0,3.0,230.0,17017.0,108.0,cover,1
14.0,1094.0,4.0,225.0,16710.0,116.0,cover,1
10.0,792.0,0.0,227.0,16839.0,97.0,cover,1
5.0,419.0,4.0,229.0,16989.0,113.0,cover,1
5.0,413.0,3.0,240.0,17747.0,115.0,cover,1
9.0,740.0,7.0,234.0,17364.0,112.0,cover,1
4.0,369.0,6.0,242.0,17887.0,129.0,cover,1
5.0,411.0,4.0,226.0,16720.0,105.0,cover,1
2.0,210.0,0.0,236.0,17548.0,114.0,cover,1
5.0,414.0,3.0,232.0,17206.0,97.0,cover,1
7.0,578.0,1.0,243.0,18017.0,115.0,cover,1
7.0,574.0,5.0,227.0,16761.0,103.0,cover,1
1.0,140.0,3.0,228.0,16924.0,111.0,cover,1
2.0,201.0,1.0,239.0,17720.0,116.0,cover,1
1.0,141.0,5.0,235.0,17355.0,114.0,cover,1
2.0,205.0,2.0,223.0,16505.0,109.0,cover,1
1.0,137.0,2.0,226.0,16753.0,120.0,cover,1
2.0,223.0,6.0,244.0,18039.0,130.0,cover,1
6.0,516.0,8.0,235.0,17432.0,106.0,cover,1
8.0,629.0,5.0,245.0,18219.0,119.0,cover,1
2.0,211.0,4.0,228.0,16881.0,115.0,cover,1
6.0,477.0,0.0,237.0,17488.0,105.0,cover,1
2.0,207.0,6.0,227.0,16785.0,119.0,cover,1
4.0,348.0,1.0,238.0,17636.0,113.0,cover,1
2.0,199.0,3.0,236.0,17496.0,116.0,cover,1
5.0,422.0,3.0,232.0,17160.0,100.0,cover,1
8.0,625.0,4.0,236.0,17556.0,106.0,cover,1
6.0,518.0,2.0,243.0,17999.0,127.0,cover,1
2.0,218.0,0.0,230.0,17068.0,109.0,cover,1
5.0,429.0,5.0,242.0,17858.0,101.0,cover,1
6.0,533.0,4.0,229.0,17044.0,120.0,cover,1
7.0,561.0,3.0,238.0,17593.0,114.0,cover,1
1.0,128.0,0.0,232.0,17212.0,108.0,cover,1
5.0,412.0,3.0,248.0,18350.0,100.0,cover,1
2.0,214.0,0.0,245.0,18153.0,126.0,cover,1
4.0,335.0,2.0,225.0,16672.0,115.0,cover,1
3.0,266.0,3.0,243.0,17965.0,103.0,cover,1
3.0,292.0,3.0,242.0,17948.0,117.0,cover,1
8.0,658.0,0.0,239.0,17683.0,100.0,cover,1
2.0,198.0,3.0,240.0,17771.0,118.0,cover,1
3.0,287.0,2.0,232.0,17148.0,122.0,cover,1
2.0,207.0,0.0,233.0,17266.0,93.0,cover,1
5.0,450.0,5.0,228.0,16884.0,129.0,cover,1
4.0,371.0,4.0,238.0,17623.0,111.0,cover,1
8.0,660.0,4.0,230.0,17061.0,102.0,cover,1
2.0,207.0,6.0,236.0,17435.0,110.0,cover,1
5.0,418.0,5.0,228.0,16908.0,114.0,cover,1
4.0,364.0,3.0,224.0,16582.0,113.0,cover,1
2.0,213.0,4.0,234.0,17327.0,94.0,cover,1
1.0,119.0,1.0,233.0,17248.0,97.0,cover,1
3.0,285.0,7.0,241.0,17868.0,89.0,cover,1
5.0,419.0,7.0,235.0,17383.0,96.0,cover,1
12.0,957.0,6.0,230.0,16967.0,109.0,cover,1
0.0,65.0,6.0,229.0,16980.0,106.0,cover,1
7.0,572.0,0.0,229.0,16999.0,103.0,cover,1
4.0,347.0,3.0,234.0,17316.0,95.0,cover,1
10.0,803.0,1.0,246.0,18253.0,124.0,cover,1
2.0,208.0,5.0,234.0,17325.0,129.0,cover,1
3.0,293.0,1.0,223.0,16468.0,99.0,cover,1
3.0,277.0,4.0,229.0,16981.0,110.0,cover,1
7.0,573.0,1.0,245.0,18173.0,118.0,cover,1
1.0,129.0,4.0,243.0,17962.0,108.0,cover,1
11.0,896.0,0.0,223.0,16520.0,122.0,cover,1
4.0,352.0,2.0,222.0,16437.0,119.0,cover,1
2.0,206.0,4.0,224.0,16536.0,91.0,cover,1
3.0,296.0,5.0,247.0,18259.0,110.0,cover,1
4.0,361.0,1.0,234.0,17335.0,114.0,cover,1
5.0,434.0,3.0,233.0,17226.0,119.0,cover,1
7.0,572.0,1.0,235.0,17401.0,98.0,cover,1
2.0,211.0,2.0,237.0,17561.0,107.0,cover,1
1.0,126.0,2.0,225.0,16641.0,102.0,cover,1
4.0,331.0,0.0,254.0,18826.0,116.0,cover,1
3.0,304.0,3.0,223.0,16475.0,101.0,cover,1
2.0,194.0,4.0,237.0,17558.0,106.0,cover,1
2.0,205.0,6.0,236.0,17500.0,104.0,cover,1
4.0,364.0,2.0,233.0,17290.0,104.0,cover,1
7.0,573.0,4.0,231.0,17092.0,117.0,cover,1
2.0,226.0,6.0,225.0,16685.0,95.0,cover,1
7.0,582.0,0.0,241.0,17809.0,106.0,cover,1
2.0,208.0,3.0,226.0,16734.0,101.0,cover,1
3.0,282.0,2.0,223.0,16589.0,88.0,cover,1
1.0,131.0,2.0,228.0,16961.0,103.0,cover,1
1.0,134.0,4.0,229.0,16976.0,104.0,cover,1
5.0,417.0,4.0,250.0,18526.0,91.0,cover,1
8.0,660.0,5.0,212.0,15708.0,102.0,cover,1
7.0,548.0,6.0,231.0,17084.0,100.0,cover,1
4.0,348.0,5.0,215.0,15868.0,98.0,cover,1
4.0,362.0,3.0,224.0,16572.0,103.0,cover,1
7.0,564.0,3.0,235.0,17412.0,99.0,cover,1
4.0,373.0,0.0,234.0,17361.0,104.0,cover,1
2.0,212.0,0.0,234.0,17367.0,115.0,cover,1
2.0,209.0,3.0,247.0,18352.0,125.0,cover,1
1.0,131.0,2.0,232.0,17221.0,90.0,cover,1
2.0,196.0,9.0,240.0,17792.0,91.0,cover,1
2.0,207.0,6.0,227.0,16852.0,99.0,cover,1
7.0,585.0,0.0,228.0,16881.0,103.0,cover,1
0.0,71.0,3.0,235.0,17347.0,109.0,cover,1
6.0,508.0,4.0,238.0,17627.0,104.0,cover,1
4.0,360.0,3.0,228.0,16856.0,111.0,cover,1
6.0,505.0,6.0,232.0,17194.0,136.0,cover,1
4.0,344.0,6.0,239.0,17722.0,105.0,cover,1
7.0,564.0,0.0,229.0,16966.0,123.0,cover,1
6.0,525.0,2.0,245.0,18145.0,107.0,cover,1
4.0,361.0,4.0,227.0,16795.0,106.0,cover,1
4.0,370.0,0.0,222.0,16398.0,126.0,cover,1
4.0,343.0,6.0,224.0,16645.0,101.0,cover,1
9.0,713.0,2.0,233.0,17299.0,113.0,cover,1
7.0,590.0,2.0,223.0,16538.0,106.0,cover,1
6.0,491.0,5.0,228.0,16912.0,106.0,cover,1
8.0,632.0,5.0,236.0,17482.0,111.0,cover,1
6.0,491.0,4.0,228.0,16931.0,137.0,cover,1
2.0,214.0,1.0,231.0,17129.0,104.0,cover,1
5.0,392.0,5.0,229.0,17019.0,97.0,cover,1
5.0,425.0,0.0,235.0,17447.0,103.0,cover,1
4.0,335.0,4.0,233.0,17272.0,104.0,cover,1
3.0,286.0,0.0,225.0,16664.0,111.0,cover,1
1.0,126.0,2.0,234.0,17355.0,101.0,cover,1
14.0,1114.0,1.0,228.0,16846.0,123.0,cover,1
12.0,919.0,6.0,235.0,17418.0,105.0,cover,1
5.0,420.0,1.0,246.0,18302.0,106.0,cover,1
2.0,224.0,2.0,234.0,17408.0,109.0,cover,1
13.0,1040.0,3.0,235.0,17539.0,98.0,cover,1
8.0,671.0,8.0,234.0,17313.0,110.0,cover,1
7.0,563.0,1.0,244.0,18011.0,103.0,cover,1
7.0,576.0,1.0,234.0,17337.0,96.0,cover,1
1.0,133.0,4.0,232.0,17152.0,109.0,cover,1
5.0,430.0,1.0,224.0,16542.0,84.0,cover,1
1.0,140.0,2.0,234.0,17300.0,117.0,cover,1
2.0,214.0,4.0,232.0,17171.0,104.0,cover,1
6.0,492.0,4.0,237.0,17504.0,87.0,cover,1
1.0,138.0,3.0,229.0,17044.0,102.0,cover,1
1.0,135.0,1.0,221.0,16338.0,100.0,cover,1
5.0,423.0,3.0,239.0,17715.0,97.0,cover,1
5.0,424.0,0.0,231.0,17131.0,95.0,cover,1
9.0,712.0,2.0,223.0,16490.0,104.0,cover,1
6.0,502.0,1.0,236.0,17483.0,138.0,cover,1
9.0,727.0,5.0,232.0,17153.0,101.0,cover,1
4.0,367.0,2.0,231.0,17038.0,86.0,cover,1
5.0,412.0,2.0,233.0,17233.0,94.0,cover,1
3.0,276.0,3.0,231.0,17177.0,85.0,cover,1
8.0,658.0,6.0,236.0,17461.0,99.0,cover,1
1.0,139.0,2.0,253.0,18855.0,76.0,cover,1
2.0,217.0,4.0,235.0,17466.0,99.0,cover,1
2.0,199.0,5.0,232.0,17223.0,100.0,cover,1
2.0,210.0,2.0,239.0,17691.0,91.0,cover,1
6.0,500.0,5.0,246.0,18215.0,105.0,cover,1
9.0,704.0,2.0,239.0,17746.0,100.0,cover,1
7.0,558.0,6.0,234.0,17379.0,108.0,cover,1
7.0,560.0,2.0,240.0,17742.0,110.0,cover,1
1.0,126.0,4.0,246.0,18210.0,95.0,cover,1
3.0,282.0,7.0,229.0,16949.0,106.0,cover,1
5.0,427.0,0.0,241.0,17816.0,116.0,cover,1
1.0,135.0,5.0,248.0,18384.0,102.0,cover,1
2.0,199.0,0.0,241.0,17861.0,86.0,cover,1
4.0,340.0,3.0,231.0,17122.0,85.0,cover,1
2.0,195.0,5.0,233.0,17266.0,109.0,cover,1
2.0,213.0,5.0,230.0,17101.0,76.0,cover,1
8.0,664.0,0.0,229.0,16959.0,91.0,cover,1
1.0,140.0,2.0,230.0,17086.0,97.0,cover,1
5.0,438.0,6.0,238.0,17583.0,103.0,cover,1
10.0,769.0,5.0,235.0,17306.0,112.0,cover,1
5.0,427.0,3.0,236.0,17462.0,102.0,cover,1
8.0,639.0,0.0,229.0,16908.0,86.0,cover,1
9.0,705.0,3.0,242.0,17977.0,103.0,cover,1
3.0,278.0,5.0,236.0,17464.0,81.0,cover,1
7.0,587.0,8.0,233.0,17237.0,89.0,cover,1
1.0,137.0,4.0,234.0,17395.0,93.0,cover,1
6.0,509.0,2.0,236.0,17463.0,99.0,cover,1
5.0,425.0,6.0,251.0,18631.0,92.0,cover,1
7.0,588.0,4.0,243.0,18004.0,79.0,cover,1
1.0,131.0,0.0,224.0,16634.0,104.0,cover,1
5.0,422.0,4.0,234.0,17388.0,99.0,cover,1
1.0,127.0,2.0,226.0,16691.0,106.0,cover,1
7.0,619.0,3.0,234.0,17444.0,81.0,cover,1
6.0,504.0,2.0,234.0,17355.0,83.0,cover,1
0.0,68.0,1.0,241.0,17902.0,86.0,cover,1
1.0,133.0,4.0,233.0,17227.0,105.0,cover,1
4.0,363.0,0.0,224.0,16635.0,100.0,cover,1
1.0,131.0,4.0,238.0,17622.0,119.0,cover,1
5.0,431.0,8.0,238.0,17651.0,119.0,cover,1
2.0,214.0,7.0,252.0,18686.0,94.0,cover,1
1.0,143.0,7.0,238.0,17640.0,91.0,cover,1
1.0,140.0,2.0,250.0,18561.0,86.0,cover,1
11.0,880.0,0.0,240.0,17746.0,82.0,cover,1
5.0,430.0,3.0,245.0,18061.0,96.0,cover,1
5.0,415.0,2.0,229.0,17090.0,102.0,cover,1
2.0,211.0,4.0,230.0,17031.0,112.0,cover,1
1.0,133.0,8.0,253.0,18824.0,104.0,cover,1
6.0,501.0,4.0,238.0,17665.0,115.0,cover,1
8.0,641.0,5.0,244.0,18123.0,125.0,cover,1
1.0,129.0,6.0,233.0,17248.0,104.0,cover,1
3.0,285.0,3.0,229.0,17068.0,113.0,cover,1
9.0,703.0,8.0,246.0,18256.0,108.0,cover,1
5.0,419.0,5.0,239.0,17632.0,80.0,cover,1
6.0,505.0,2.0,245.0,18067.0,99.0,cover,1
5.0,437.0,6.0,240.0,17799.0,78.0,cover,1
8.0,605.0,6.0,240.0,17740.0,100.0,cover,1
6.0,514.0,0.0,244.0,18039.0,78.0,cover,1
3.0,263.0,1.0,231.0,17148.0,92.0,cover,1
3.0,281.0,1.0,228.0,16890.0,96.0,cover,1
2.0,196.0,8.0,244.0,18022.0,119.0,cover,1
1.0,128.0,5.0,234.0,17316.0,97.0,cover,1
6.0,484.0,4.0,233.0,17225.0,101.0,cover,1
7.0,582.0,8.0,244.0,18112.0,98.0,cover,1
2.0,212.0,6.0,231.0,17172.0,109.0,cover,1
4.0,348.0,5.0,233.0,17157.0,79.0,cover,1
14.0,1148.0,5.0,224.0,16617.0,108.0,cover,1
4.0,345.0,0.0,226.0,16684.0,81.0,cover,1
6.0,508.0,0.0,264.0,19528.0,89.0,cover,1
8.0,667.0,4.0,234.0,17333.0,88.0,cover,1
1.0,142.0,5.0,241.0,17861.0,103.0,cover,1
3.0,289.0,6.0,238.0,17625.0,89.0,cover,1
1.0,144.0,0.0,231.0,17097.0,130.0,cover,1
4.0,384.0,5.0,239.0,17742.0,107.0,cover,1
4.0,347.0,6.0,236.0,17553.0,95.0,cover,1
1.0,129.0,7.0,239.0,17697.0,98.0,cover,1
3.0,283.0,4.0,232.0,17247.0,113.0,cover,1
9.0,703.0,6.0,235.0,17434.0,78.0,cover,1
2.0,204.0,0.0,243.0,17966.0,92.0,cover,1
8.0,650.0,9.0,230.0,17088.0,90.0,cover,1
7.0,582.0,1.0,244.0,18135.0,98.0,cover,1
2.0,210.0,2.0,241.0,17917.0,96.0,cover,1
1.0,130.0,3.0,238.0,17620.0,114.0,cover,1
2.0,216.0,2.0,243.0,18029.0,94.0,cover,1
2.0,214.0,3.0,232.0,17247.0,77.0,cover,1
6.0,509.0,8.0,246.0,18241.0,101.0,cover,1
3.0,271.0,8.0,231.0,17084.0,100.0,cover,1
8.0,651.0,2.0,226.0,16706.0,91.0,cover,1
1.0,134.0,5.0,241.0,17836.0,69.0,cover,1
3.0,295.0,5.0,222.0,16431.0,71.0,cover,1
7.0,587.0,4.0,244.0,18045.0,72.0,cover,1
6.0,524.0,0.0,235.0,17431.0,103.0,cover,1
4.0,354.0,7.0,257.0,19063.0,75.0,cover,1
2.0,197.0,6.0,233.0,17200.0,107.0,cover,1
3.0,285.0,2.0,243.0,18037.0,99.0,cover,1
5.0,440.0,4.0,237.0,17492.0,118.0,cover,1
4.0,362.0,0.0,235.0,17400.0,109.0,cover,1
2.0,207.0,8.0,240.0,17734.0,94.0,cover,1
8.0,668.0,3.0,239.0,17639.0,95.0,cover,1
6.0,512.0,6.0,257.0,19009.0,103.0,cover,1
6.0,501.0,1.0,237.0,17519.0,101.0,cover,1
3.0,298.0,2.0,247.0,18337.0,107.0,cover,1
4.0,348.0,0.0,230.0,17052.0,89.0,cover,1
6.0,485.0,3.0,255.0,18969.0,93.0,cover,1
6.0,489.0,5.0,246.0,18241.0,105.0,cover,1
13.0,1038.0,6.0,247.0,18310.0,92.0,cover,1
3.0,284.0,5.0,234.0,17336.0,101.0,cover,1
3.0,283.0,0.0,245.0,18174.0,109.0,cover,1
2.0,204.0,4.0,234.0,17327.0,95.0,cover,1
3.0,284.0,5.0,227.0,16843.0,85.0,cover,1
3.0,279.0,6.0,233.0,17226.0,89.0,cover,1
